"name";"rating";"genre";"year";"released";"score";"votes";"director";"writer";"star";"country";"budget";"gross";"company";"runtime"
"Female Perversions";"R";"Drama";1996;"April 25, 1997 (United States)";5.4;2300.0;"Susan Streitfeld";"Louise J. Kaplan";"Tilda Swinton";"Germany";0;"926954.0";"Mindy Affrime";120.0
"A Thin Line Between Love and Hate";"R";"Comedy";1996;"April 3, 1996 (United States)";5.7;4600.0;"Martin Lawrence";"Martin Lawrence";"Martin Lawrence";"United States";8000000;"35599803.0";"Jackson/McHenry Company,The";108.0
"Kissed";"";"Drama";1996;"April 11, 1997 (United States)";6.4;3600.0;"Lynne Stopkewich";"Angus Fraser";"Molly Parker";"Canada";0;"329211.0";"Boneyard Film Company Inc.";78.0
"The Truth About Cats & Dogs";"PG-13";"Comedy";1996;"April 26, 1996 (United States)";6.3;25000.0;"Michael Lehmann";"Audrey Wells";"Uma Thurman";"United States";0;"34861807.0";"Twentieth Century Fox";97.0
"The Whole Wide World";"PG";"Biography";1996;"December 20, 1996 (United States)";7.1;3500.0;"Dan Ireland";"Novalyne Price Ellis";"Vincent D'Onofrio";"United States";1300000;"375757.0";"Cineville";111.0
"Dear God";"PG";"Comedy";1996;"November 1, 1996 (United States)";5.4;3700.0;"Garry Marshall";"Warren Leight";"Greg Kinnear";"United States";22000000;"7138523.0";"Rysher Entertainment";112.0
"Bed of Roses";"PG";"Drama";1996;"January 26, 1996 (United States)";6.1;8000.0;"Michael Goldenberg";"Michael Goldenberg";"Christian Slater";"United States";0;"27315527.0";"Juno Pix";87.0
"The Pallbearer";"PG-13";"Comedy";1996;"May 3, 1996 (United States)";5.0;7700.0;"Matt Reeves";"Jason Katims";"David Schwimmer";"United States";8000000;"5656388.0";"Miramax";98.0
"Lawnmower Man 2: Beyond Cyberspace";"PG-13";"Action";1996;"January 12, 1996 (United States)";2.5;9000.0;"Farhad Mann";"Farhad Mann";"Patrick Bergin";"United States";15000000;"2409225.0";"New Line Cinema";93.0
"A Family Thing";"PG-13";"Comedy";1996;"March 29, 1996 (United States)";7.0;3400.0;"Richard Pearce";"Billy Bob Thornton";"Robert Duvall";"United States";0;"10125417.0";"United Artists";109.0
"Curdled";"R";"Comedy";1996;"September 27, 1996 (United States)";5.9;4900.0;"Reb Braddock";"Reb Braddock";"William Baldwin";"United States";2300000;"49620.0";"A Band Apart";88.0
"First Kid";"PG";"Comedy";1996;"August 30, 1996 (United States)";5.3;10000.0;"David Mickey Evans";"Tim Kelleher";"Sinbad";"United States";0;"26491793.0";"Caravan Pictures";101.0
"Eddie";"PG-13";"Comedy";1996;"May 31, 1996 (United States)";5.2;9300.0;"Steve Rash";"Steve Zacharias";"Whoopi Goldberg";"United States";30000000;"31387164.0";"Permut Presentations";100.0
"Feeling Minnesota";"R";"Comedy";1996;"September 13, 1996 (United States)";5.4;11000.0;"Steven Baigelman";"Steven Baigelman";"Keanu Reeves";"United States";0;"3124440.0";"Fine Line Features";99.0
"The Pillow Book";"Not Rated";"Drama";1996;"June 6, 1997 (United States)";6.7;13000.0;"Peter Greenaway";"Sei Shonagon";"Vivian Wu";"Netherlands";0;"2372744.0";"Centurion";126.0
"The Adventures of Pinocchio";"G";"Adventure";1996;"July 26, 1996 (United States)";5.2;5500.0;"Steve Barron";"Sherry Mills";"Martin Landau";"Czech Republic";25000000;"15094530.0";"New Line Cinema";96.0
"City Hall";"R";"Drama";1996;"February 16, 1996 (United States)";6.2;20000.0;"Harold Becker";"Ken Lipper";"Al Pacino";"United States";40000000;"20340204.0";"Castle Rock Entertainment";111.0
"Night Falls on Manhattan";"R";"Crime";1996;"May 16, 1997 (United States)";6.6;6900.0;"Sidney Lumet";"Robert Daley";"Andy Garcia";"United States";0;"9889670.0";"Paramount Pictures";113.0
"The Great White Hype";"R";"Comedy";1996;"May 3, 1996 (United States)";5.5;8500.0;"Reginald Hudlin";"Tony Hendra";"Samuel L. Jackson";"United States";0;"8008255.0";"Atman Entertainment";91.0
"Twelfth Night";"PG";"Comedy";1996;"October 25, 1996 (United States)";7.2;5700.0;"Trevor Nunn";"William Shakespeare";"Helena Bonham Carter";"Ireland";5000000;"588621.0";"Renaissance Films";134.0
"Mary Reilly";"R";"Drama";1996;"February 23, 1996 (United States)";5.8;14000.0;"Stephen Frears";"Valerie Martin";"Julia Roberts";"United States";47000000;"12379402.0";"NFH Productions";108.0
"My Fellow Americans";"PG-13";"Adventure";1996;"December 20, 1996 (United States)";6.5;14000.0;"Peter Segal";"E. Jack Kaplan";"Jack Lemmon";"United States";21500000;"22313201.0";"Peters Entertainment";101.0
"Sgt. Bilko";"PG";"Comedy";1996;"March 29, 1996 (United States)";5.8;22000.0;"Jonathan Lynn";"Nat Hiken";"Steve Martin";"United States";39000000;"37956793.0";"Imagine Entertainment";93.0
"Heaven's Prisoners";"R";"Drama";1996;"May 17, 1996 (United States)";5.8;5100.0;"Phil Joanou";"James Lee Burke";"Alec Baldwin";"United States";25000000;"5009305.0";"PVM Entertainment";132.0
"Caught";"R";"Drama";1996;"January 24, 1996 (United States)";6.6;1200.0;"Robert M. Young";"Edward Pomerantz";"Edward James Olmos";"United States";0;"";"Cinehaus";110.0
"I Shot Andy Warhol";"R";"Biography";1996;"May 1, 1996 (United States)";6.6;6400.0;"Mary Harron";"Jeremiah Newton";"Lili Taylor";"United Kingdom";0;"1875527.0";"Playhouse International Pictures";103.0
"The Sunchaser";"R";"Crime";1996;"October 25, 1996 (United States)";6.2;4200.0;"Michael Cimino";"Charles Leavitt";"Woody Harrelson";"United States";0;"21508.0";"Appledown Films Inc.";122.0
"All Dogs Go to Heaven 2";"G";"Animation";1996;"March 29, 1996 (United States)";5.5;5700.0;"Larry Leker";"Arne Olsen";"Charlie Sheen";"United States";0;"8620678.0";"MGM Family Entertainment";82.0
"Girl 6";"R";"Comedy";1996;"March 22, 1996 (United States)";5.2;5900.0;"Spike Lee";"Suzan-Lori Parks";"Theresa Randle";"United States";12000000;"4939939.0";"Fox Searchlight Pictures";108.0
"The Evening Star";"PG-13";"Comedy";1996;"December 25, 1996 (United States)";5.9;4300.0;"Robert Harling";"Larry McMurtry";"Shirley MacLaine";"United States";0;"12767815.0";"Rysher Entertainment";129.0
"Larger Than Life";"PG";"Comedy";1996;"November 1, 1996 (United States)";5.6;6900.0;"Howard Franklin";"Roy Blount Jr.";"Bill Murray";"United States";30000000;"8315693.0";"United Artists Pictures";93.0
"Head Above Water";"PG-13";"Comedy";1996;"June 25, 1997 (United States)";6.0;7400.0;"Jim Wilson";"Eirik Ildahl";"Harvey Keitel";"United States";0;"32212.0";"Majestic Films International";92.0
"Two If by Sea";"R";"Comedy";1996;"January 12, 1996 (United States)";5.2;5500.0;"Bill Bennett";"Denis Leary";"Sandra Bullock";"United States";0;"10658278.0";"Morgan Creek Entertainment";96.0
"The Stupids";"PG";"Adventure";1996;"August 30, 1996 (United States)";4.2;6500.0;"John Landis";"James Marshall";"Tom Arnold";"United Kingdom";25000000;"2491989.0";"Imagine Entertainment";94.0
"The Funeral";"R";"Crime";1996;"November 1, 1996 (United States)";6.6;8400.0;"Abel Ferrara";"Nicholas St. John";"Christopher Walken";"United States";12500000;"1227324.0";"October Films";99.0
"Kids in the Hall: Brain Candy";"R";"Comedy";1996;"April 19, 1996 (United States)";6.9;8300.0;"Kelly Makin";"Norm Hiscock";"Dave Foley";"Canada";0;"2654308.0";"Paramount Pictures";89.0
"High School High";"PG-13";"Comedy";1996;"October 25, 1996 (United States)";5.5;13000.0;"Hart Bochner";"David Zucker";"Jon Lovitz";"United States";0;"21302121.0";"TriStar Pictures";86.0
"Schizopolis";"Not Rated";"Comedy";1996;"April 9, 1997 (United States)";6.8;5300.0;"Steven Soderbergh";"Steven Soderbergh";"Steven Soderbergh";"United States";250000;"10580.0";".406 Production";96.0
"The Van";"R";"Comedy";1996;"May 16, 1997 (United States)";6.7;4300.0;"Stephen Frears";"Roddy Doyle";"Colm Meaney";"United Kingdom";0;"712095.0";"Beacon Communications";100.0
"Alaska";"PG";"Adventure";1996;"August 14, 1996 (United States)";5.8;5200.0;"Fraser C. Heston";"Andy Burg";"Thora Birch";"United States";23000000;"11829959.0";"Castle Rock Entertainment";109.0
"Moll Flanders";"PG-13";"Drama";1996;"June 14, 1996 (United States)";6.5;4100.0;"Pen Densham";"Daniel Defoe";"Robin Wright";"United States";0;"3486957.0";"Metro-Goldwyn-Mayer (MGM)";123.0
"The Associate";"PG-13";"Comedy";1996;"October 25, 1996 (United States)";6.1;7800.0;"Donald Petrie";"Jenaro Prieto";"Whoopi Goldberg";"United States";0;"12844057.0";"Hollywood Pictures";114.0
"Shiloh";"PG";"Drama";1996;"April 25, 1997 (United States)";6.4;3100.0;"Dale Rosenbloom";"Phyllis Reynolds Naylor";"Blake Heron";"United States";0;"1007822.0";"Good Dog Productions LLC";93.0
"In Love and War";"PG-13";"Biography";1996;"January 24, 1997 (United States)";6.0;8300.0;"Richard Attenborough";"Henry S. Villard";"Sandra Bullock";"United States";0;"25372294.0";"Dimitri Villard Productions";113.0
"Surviving Picasso";"R";"Biography";1996;"September 20, 1996 (United States)";6.4;7000.0;"James Ivory";"Arianna Huffington";"Anthony Hopkins";"United States";16000000;"2021348.0";"Merchant Ivory Productions";125.0
"Kansas City";"R";"Crime";1996;"August 16, 1996 (United States)";6.3;4500.0;"Robert Altman";"Robert Altman";"Jennifer Jason Leigh";"France";19000000;"1356828.0";"CiBy 2000";116.0
"Mr. Wrong";"PG-13";"Comedy";1996;"February 16, 1996 (United States)";3.8;4800.0;"Nick Castle";"Chris Matheson";"Ellen DeGeneres";"United States";0;"12825141.0";"Mandeville Films";96.0
"Fled";"R";"Action";1996;"July 19, 1996 (United States)";5.4;8700.0;"Kevin Hooks";"Preston A. Whitmore II";"Laurence Fishburne";"United States";25000000;"17193231.0";"Metro-Goldwyn-Mayer (MGM)";98.0
"Infinity";"PG";"Biography";1996;"October 4, 1996 (United States)";6.2;1700.0;"Matthew Broderick";"Richard Feynman";"Matthew Broderick";"United States";0;"195170.0";"First Look International";119.0
"Unforgettable";"R";"Drama";1996;"February 23, 1996 (United States)";6.0;5000.0;"John Dahl";"Bill Geddie";"Ray Liotta";"United States";18000000;"2821671.0";"Dino De Laurentiis Company";117.0
"Bloodsport 2";"R";"Action";1996;"March 1, 1996 (United States)";4.8;2900.0;"Alan Mehrez";"Jeff Schechter";"Daniel Bernhardt";"United States";0;"684351.0";"FM Entertainment International N.V.";90.0
"Phat Beach";"R";"Comedy";1996;"August 2, 1996 (United States)";3.9;833.0;"Doug Ellin";"Cleveland O'Neal III";"Jermaine Hopkins";"United States";0;"1383553.0";"Connection III Entertainment";89.0
"Last Dance";"R";"Drama";1996;"May 3, 1996 (United States)";5.7;4000.0;"Bruce Beresford";"Steven Haft";"Sharon Stone";"United States";0;"5939449.0";"Touchstone Pictures";103.0
"Grace of My Heart";"R";"Comedy";1996;"September 13, 1996 (United States)";6.7;3600.0;"Allison Anders";"Allison Anders";"Illeana Douglas";"United States";5000000;"660313.0";"Cappa Production";116.0
"Celtic Pride";"PG-13";"Comedy";1996;"April 19, 1996 (United States)";5.3;9600.0;"Tom DeCerchio";"Judd Apatow";"Damon Wayans";"United States";0;"9255027.0";"Caravan Pictures";91.0
"Ed";"PG";"Comedy";1996;"March 15, 1996 (United States)";2.7;8200.0;"Bill Couturié";"Ken Richards";"Matt LeBlanc";"United States";24000000;"4422380.0";"Longview Entertainment";94.0
"The Game";"R";"Drama";1997;"September 12, 1997 (United States)";7.8;361000.0;"David Fincher";"John Brancato";"Michael Douglas";"United States";50000000;"109423648.0";"Polygram Filmed Entertainment";129.0
"Boogie Nights";"R";"Drama";1997;"October 31, 1997 (United States)";7.9;246000.0;"Paul Thomas Anderson";"Paul Thomas Anderson";"Mark Wahlberg";"United States";15000000;"43101594.0";"New Line Cinema";155.0
"Titanic";"PG-13";"Drama";1997;"December 19, 1997 (United States)";7.8;1100000.0;"James Cameron";"James Cameron";"Leonardo DiCaprio";"United States";200000000;"2201647264.";"Twentieth Century Fox";194.0
"The Fifth Element";"PG-13";"Action";1997;"May 9, 1997 (United States)";7.7;444000.0;"Luc Besson";"Luc Besson";"Bruce Willis";"France";93000000;"263920180.0";"Columbia Pictures";126.0
"Austin Powers: International Man of Mystery";"PG-13";"Adventure";1997;"May 2, 1997 (United States)";7.0;227000.0;"Jay Roach";"Mike Myers";"Mike Myers";"United States";16500000;"67683989.0";"Capella International";89.0
"Lolita";"R";"Drama";1997;"September 25, 1998 (United States)";6.9;54000.0;"Adrian Lyne";"Vladimir Nabokov";"Jeremy Irons";"France";62000000;"1071255.0";"Guild";137.0
"Good Will Hunting";"R";"Drama";1997;"January 9, 1998 (United States)";8.3;887000.0;"Gus Van Sant";"Matt Damon";"Robin Williams";"United States";10000000;"225933435.0";"Miramax";126.0
"Starship Troopers";"R";"Action";1997;"November 7, 1997 (United States)";7.2;276000.0;"Paul Verhoeven";"Edward Neumeier";"Casper Van Dien";"United States";105000000;"121214377.0";"TriStar Pictures";129.0
"The Devil's Advocate";"R";"Drama";1997;"October 17, 1997 (United States)";7.5;342000.0;"Taylor Hackford";"Andrew Neiderman";"Keanu Reeves";"Germany";57000000;"152944660.0";"Warner Bros.";144.0
"Con Air";"R";"Action";1997;"June 6, 1997 (United States)";6.9;282000.0;"Simon West";"Scott Rosenberg";"Nicolas Cage";"United States";75000000;"224012234.0";"Touchstone Pictures";115.0
"Jackie Brown";"R";"Crime";1997;"December 25, 1997 (United States)";7.5;325000.0;"Quentin Tarantino";"Quentin Tarantino";"Pam Grier";"United States";12000000;"39673807.0";"Miramax";154.0
"L.A. Confidential";"R";"Crime";1997;"September 19, 1997 (United States)";8.2;544000.0;"Curtis Hanson";"James Ellroy";"Kevin Spacey";"United States";35000000;"126216940.0";"New Regency Productions";138.0
"Life Is Beautiful";"PG-13";"Comedy";1997;"December 20, 1997 (Italy)";8.6;642000.0;"Roberto Benigni";"Vincenzo Cerami";"Roberto Benigni";"Italy";20000000;"230098753.0";"Melampo Cinematografica";116.0
"Contact";"PG";"Drama";1997;"July 11, 1997 (United States)";7.5;260000.0;"Robert Zemeckis";"James V. Hart";"Jodie Foster";"United States";90000000;"171120329.0";"Warner Bros.";150.0
"Men in Black";"PG-13";"Action";1997;"July 2, 1997 (United States)";7.3;529000.0;"Barry Sonnenfeld";"Lowell Cunningham";"Tommy Lee Jones";"United States";90000000;"589390539.0";"Columbia Pictures";98.0
"Home Alone 3";"PG";"Action";1997;"December 12, 1997 (United States)";4.5;109000.0;"Raja Gosnell";"John Hughes";"Alex D. Linz";"United States";32000000;"79082515.0";"Twentieth Century Fox";102.0
"Air Force One";"R";"Action";1997;"July 25, 1997 (United States)";6.5;185000.0;"Wolfgang Petersen";"Andrew W. Marlowe";"Harrison Ford";"United States";85000000;"315156409.0";"Columbia Pictures";124.0
"Batman & Robin";"PG-13";"Action";1997;"June 20, 1997 (United States)";3.8;238000.0;"Joel Schumacher";"Bob Kane";"Arnold Schwarzenegger";"United States";125000000;"238235719.0";"Warner Bros.";125.0
"Event Horizon";"R";"Horror";1997;"August 15, 1997 (United States)";6.7;164000.0;"Paul W.S. Anderson";"Philip Eisner";"Laurence Fishburne";"United Kingdom";60000000;"26673829.0";"Golar Productions";96.0
"Hercules";"G";"Animation";1997;"June 27, 1997 (United States)";7.3;212000.0;"Ron Clements";"Ron Clements";"Tate Donovan";"United States";85000000;"252712101.0";"Walt Disney Pictures";93.0
"Dante's Peak";"PG-13";"Action";1997;"February 7, 1997 (United States)";6.0;85000.0;"Roger Donaldson";"Leslie Bohem";"Pierce Brosnan";"United States";116000000;"178127760.0";"Universal Pictures";108.0
"The Lost World: Jurassic Park";"PG-13";"Action";1997;"May 23, 1997 (United States)";6.6;388000.0;"Steven Spielberg";"Michael Crichton";"Jeff Goldblum";"United States";73000000;"618638999.0";"Universal Pictures";129.0
"Princess Mononoke";"PG-13";"Animation";1997;"December 19, 1997 (United States)";8.4;357000.0;"Hayao Miyazaki";"Hayao Miyazaki";"Yôji Matsuda";"Japan";0;"169785704.0";"DENTSU Music And Entertainment";134.0
"Scream 2";"R";"Horror";1997;"December 12, 1997 (United States)";6.2;161000.0;"Wes Craven";"Kevin Williamson";"Neve Campbell";"United States";24000000;"172363301.0";"Dimension Films";120.0
"Face/Off";"R";"Action";1997;"June 27, 1997 (United States)";7.2;357000.0;"John Woo";"Mike Werb";"John Travolta";"United States";80000000;"245676146.0";"Permut Presentations";138.0
"As Good as It Gets";"PG-13";"Comedy";1997;"December 25, 1997 (United States)";7.7;282000.0;"James L. Brooks";"Mark Andrus";"Jack Nicholson";"United States";50000000;"314178011.0";"TriStar Pictures";139.0
"Gattaca";"PG-13";"Drama";1997;"October 24, 1997 (United States)";7.8;287000.0;"Andrew Niccol";"Andrew Niccol";"Ethan Hawke";"United States";36000000;"12532777.0";"Columbia Pictures";106.0
"The Rainmaker";"PG-13";"Crime";1997;"November 21, 1997 (United States)";7.2;68000.0;"Francis Ford Coppola";"John Grisham";"Matt Damon";"United States";40000000;"45916769.0";"Constellation Entertainment";135.0
"I Know What You Did Last Summer";"R";"Horror";1997;"October 17, 1997 (United States)";5.7;136000.0;"Jim Gillespie";"Lois Duncan";"Jennifer Love Hewitt";"United States";17000000;"125586134.0";"Mandalay Entertainment";101.0
"Alien: Resurrection";"R";"Action";1997;"November 26, 1997 (United States)";6.2;234000.0;"Jean-Pierre Jeunet";"Dan O'Bannon";"Sigourney Weaver";"United States";75000000;"161376069.0";"Brandywine Productions";109.0
"Cube";"R";"Drama";1997;"July 11, 1998 (Netherlands)";7.2;218000.0;"Vincenzo Natali";"André Bijelic";"Nicole de Boer";"Canada";0;"565727.0";"Cube Libre";90.0
"Liar Liar";"PG-13";"Comedy";1997;"March 21, 1997 (United States)";6.9;289000.0;"Tom Shadyac";"Paul Guay";"Jim Carrey";"United States";45000000;"302710615.0";"Universal Pictures";86.0
"Donnie Brasco";"R";"Biography";1997;"February 28, 1997 (United States)";7.7;287000.0;"Mike Newell";"Joseph D. Pistone";"Al Pacino";"United States";35000000;"124909762.0";"Mandalay Entertainment";127.0
"George of the Jungle";"PG";"Action";1997;"July 16, 1997 (United States)";5.5;73000.0;"Sam Weisman";"Jay Ward";"Brendan Fraser";"United States";55000000;"174463257.0";"Walt Disney Pictures";92.0
"Anastasia";"G";"Animation";1997;"November 21, 1997 (United States)";7.2;115000.0;"Don Bluth";"Susan Gauthier";"Meg Ryan";"United States";50000000;"139804348.0";"Twentieth Century Fox";94.0
"Fools Rush In";"PG-13";"Comedy";1997;"February 14, 1997 (United States)";6.1;34000.0;"Andy Tennant";"Joan Taylor";"Matthew Perry";"United States";20000000;"29481428.0";"Columbia Pictures";109.0
"Midnight in the Garden of Good and Evil";"R";"Crime";1997;"November 21, 1997 (United States)";6.6;37000.0;"Clint Eastwood";"John Berendt";"John Cusack";"United States";35000000;"25105255.0";"Warner Bros.";155.0
"Good Burger";"PG";"Comedy";1997;"July 25, 1997 (United States)";5.7;27000.0;"Brian Robbins";"Dan Schneider";"Kel Mitchell";"United States";9000000;"23712993.0";"Paramount Pictures";95.0
"Perfect Blue";"";"Animation";1997;"February 28, 1998 (Japan)";8.0;63000.0;"Satoshi Kon";"Sadayuki Murai";"Junko Iwao";"Japan";0;"563130.0";"Rex Entertainment";81.0
"The Edge";"R";"Action";1997;"September 26, 1997 (United States)";6.9;70000.0;"Lee Tamahori";"David Mamet";"Anthony Hopkins";"United States";30000000;"43312294.0";"Art Linson Productions";117.0
"My Best Friend's Wedding";"PG-13";"Comedy";1997;"June 20, 1997 (United States)";6.3;134000.0;"P.J. Hogan";"Ronald Bass";"Julia Roberts";"United States";38000000;"299288605.0";"TriStar Pictures";105.0
